Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	TPA_HF.pEF_U10.1	TPA_HF.pEF_U10.2	TPA_HF.pEF_U11.1	TPA_HF.pEF_U11.2	TPA_HF.pEF_U16.1	TPA_HF.pEF_U16.2	TPA_HF.pEF_U2.1	TPA_HF.pEF_U2.2	TPA_HF.pEF_U24.1	TPA_HF.pEF_U24.2	TPA_HF.pEF_U4.1	TPA_HF.pEF_U4.2	TPA_HF.pEF_U5.1	TPA_HF.pEF_U5.2	TPA_HF.pEF_U8.1	TPA_HF.pEF_U8.2	TPA_HF.pEF_U9.1	TPA_HF.pEF_U9.2	TPA_HF.rEF_U30.1	TPA_HF.rEF_U30.2	TPA_HF.rEF_U34.1	TPA_HF.rEF_U34.2	TPA_HF.rEF_U37.1	TPA_HF.rEF_U37.2	TPA_HF.rEF_U39.1	TPA_HF.rEF_U39.2	TPA_HF.rEF_U42.1	TPA_HF.rEF_U42.2	TPA_HF.rEF_U46.1	TPA_HF.rEF_U46.2	TPA_HF.rEF_U48.1	TPA_HF.rEF_U48.2	TPA_HF.rEF_U53.1	TPA_HF.rEF_U53.2	TPA_Ctrl_U57.1	TPA_Ctrl_U57.2	TPA_Ctrl_U59.1	TPA_Ctrl_U59.2	TPA_Ctrl_U60.1	TPA_Ctrl_U60.2	TPA_Ctrl_U62.1	TPA_Ctrl_U62.2	TPA_Ctrl_U64.1	TPA_Ctrl_U64.2	TPA_Ctrl_U65.1	TPA_Ctrl_U65.2	TPA_Ctrl_U66.1	TPA_Ctrl_U66.2	TPA_Ctrl_U67.1	TPA_Ctrl_U67.2	TPA_Ctrl_U68.1	TPA_Ctrl_U68.2	TPA_Ctrl_U71.1	TPA_Ctrl_U71.2
"E7EN95;A0A804HK76;O75369-7;O75369-6;O75369-3;O75369-2;O75369-9;O75369;O75369-8;A0A804HL72;O75369-5;O75369-4"	"E7EN95;A0A804HK76;O75369-7;O75369-6;O75369-3;O75369-2;O75369-9;O75369;O75369-8;A0A804HL72;O75369-5;O75369-4"	"10;10;10;10;10;10;10;10;10;8;8;8"	"10;10;10;10;10;10;10;10;10;8;8;8"	"10;10;10;10;10;10;10;10;10;8;8;8"	Filamin-B	FLNB	0.072721246	0.061735228	0.13303613	0.144025952	0	0	0	0.041569556	0	0.062169847	0	0	0.365318527	0.335742172	0.13559701	0.162264258	0	0	0	0.048208915	0.462778971	0.581307844	0.289101191	0.315872917	0.225013258	0.174125367	0	0.108012884	0.103169601	0.200315036	0.100479979	0.124289313	0.108149421	0.070154789	0.693181332	0.908810093	0	0.202184314	0.64712309	0.052402185	0.093527058	0	0	0	0.138152006	0.265256856	0.10215109	0.125459268	0.416988671	0.097584668	0.288393894	0.259841927	0.304166531	0.205643072
"E9PIM6;E9PNQ8;P04216;J3QRJ3"	"E9PIM6;E9PNQ8;P04216;J3QRJ3"	"2;2;2;1"	"2;2;2;1"	"2;2;2;1"	Thy-1 membrane glycoprotein	THY1	0	0	0	1.465161169	10.7904676	9.856520742	0	0	8.287990663	7.879418033	14.98151575	22.79357089	0	7.443593231	6.804459771	6.76260813	0	0	24.39613948	18.46641527	22.11702715	23.93302184	0	2.043410268	32.22248299	19.42716888	3.428640937	3.977028076	12.31907075	12.36249754	0	0.315425884	3.26460639	0.49529353	11.61562503	18.77049851	0	0	41.21448787	16.58589167	12.69645426	13.08009565	0	0	9.947724509	12.48741379	0	12.21427667	23.82316665	5.665957162	12.17003625	11.75589845	0	0
P54793	P54793	6	6	6	Arylsulfatase F	ARSF	2.278492904	3.527174753	0.998053844	0.553392483	0	0.132764981	0	0	0	0	0.400592931	0.456691706	0.360515602	0	0.333864916	0.255310097	0	0	1.354987784	1.321844246	0.691498089	0	1.300363962	1.531760672	2.761263289	2.131257647	0.698625902	0.52692093	0	0.575421579	1.601498597	1.497617424	0.470087284	0.615476074	0	0	0.324794545	0	3.024877174	0.973143832	0	0	0	0	0.333273669	0.353848867	0.271087434	0.459760228	1.95180131	0.463613534	1.019456899	1.403636943	0	0.333286089
"Q5JP53;P07437;Q5ST81;G3V2A3;A6NNZ2;M0R1I1;G3V5W4;G3V2R8;G3V3R4;G3V2N6;Q9H4B7"	"Q5JP53;P07437;Q5ST81"	"14;14;12;3;3;1;1;1;1;1;1"	"3;3;1;0;0;0;1;1;1;1;0"	"2;2;1;0;0;0;0;0;0;0;0"	Tubulin beta chain	TUBB	0.630946334	0.413461484	5.300747835	5.068966358	0	0	0	0	0.455309474	0.524547285	0	0	0	0	0.797877995	0.854905158	0.658421664	0.736621301	1.598903143	1.298277328	0.801949323	0.859179937	0.660032341	0.744742199	0	0	2.240936329	2.620188166	1.23046477	0.606953373	0.691785701	0.666235008	2.293027233	2.461392608	0.465562259	0	0	0	0	1.170103011	0	0	0.84787852	0	0	1.527776332	0.872136796	0	3.661029918	0.823492328	1.464898471	0.97212976	2.614439984	2.23853066
"P51148;P51148-2;K7ERI8;K7ERQ8;F8VVK3;K7ENY4;F8VWU4;F8VVZ0;P20339-2;P20339;K7EIP6;F8WCY6;F8WD79;F8VPW9;F8VSF8;F8VWZ7"	"P51148;P51148-2;K7ERI8;K7ERQ8"	"7;7;4;4;3;3;2;2;2;2;1;1;1;1;1;1"	"7;7;4;4;3;3;2;2;2;2;1;1;1;1;1;1"	"5;5;2;2;1;2;0;0;0;0;1;0;0;0;0;0"	Ras-related protein Rab-5C	RAB5C	1.212113909	0.922959682	3.821284865	3.822206438	0	0	0	0	1.665134039	0.910043195	0	0	1.297273075	0	2.559196065	2.569935744	0	0.658988461	1.453784419	1.826733718	0.96215963	1.111040835	2.044872467	2.080609311	0	1.050141308	2.517620128	1.96751633	0	0	2.166119913	0.407822933	2.518751482	2.760716076	0	2.073940606	0	2.347651748	9.017149468	5.917340487	0	0	4.305350589	3.082046675	2.867103247	3.666158617	2.895237423	1.93083514	8.523061153	3.908576796	1.989762955	1.484158712	3.4435511	2.495126446
"K7ELL7;P14314-2;P14314;A0A0C4DGP4;K7EKX1;K7EJ70;K7EPW7;A0A7I2V2T6"	"K7ELL7;P14314-2;P14314;A0A0C4DGP4"	"5;5;5;3;2;2;2;2"	"5;5;5;3;2;2;2;2"	"5;5;5;3;2;2;2;2"	Glucosidase 2 subunit beta	PRKCSH	0.201631255	0.17523822	0.694530121	0	0.272256567	0	0.874157248	0.739067029	0.256013165	0	0	0.200236528	0.467863672	0	0	0	0	0.563526719	0.559891686	0.492278124	0.688279197	0.928519285	0.566136387	0.547499427	1.022176398	0.626194553	0.94506228	1.088412709	0	0	0.242093572	0	0.441958487	0.894672935	0.472405154	0.675305044	0	0	0	0.286878391	0	0	0	0	0.644064858	0.838749423	0.328101581	0.531182742	0	0.254072027	0.378386594	0.312014212	0.729666862	0.516720506
"Q12841;Q12841-2;C9J5G4"	"Q12841;Q12841-2"	"4;3;1"	"4;3;1"	"4;3;1"	Follistatin-related protein 1	FSTL1	0	0.383786774	0	0	0	0.150567806	0.70756472	0.706634768	0.484081285	0.547230167	0.779113746	0	0.252059942	0.411406324	0.911411474	0	0	0	0.614370716	0.31964191	0.911556739	1.55739476	0.676045947	0.592567462	1.375990615	0.81192934	0	0.507280863	0	0	0.930729896	0.794444032	0.654620854	0.681302842	0.457315252	1.137559951	0	0	1.321205287	1.871139553	0	0	0	2.798420732	0.932736977	0.641146933	1.820728216	1.385000061	0	0	0	0	1.337653635	0.857966291
Q16661	Q16661	5	5	5	"Guanylate cyclase activator 2B;Guanylate cyclase C-activating peptide 2;Uroguanylin"	GUCA2B	2.727841407	2.407417562	0	0	0	0	34.53378358	30.34024213	0	0	10.56872265	16.28695731	136.9417779	126.8564842	1.832379209	0	0	5.979892296	0	3.204010546	4.103300782	0	1.975689131	2.128212017	3.118416379	0	28.49690731	29.72679745	1.333863969	1.758058804	3.747606083	5.458527191	26.45483904	24.43838708	5.929888364	13.70640268	0	0	0	1.939561482	0	5.332535119	0	0	0	4.121626412	0	0	0	0	0	0	5.194266288	0
"Q9Y490;H0YMT1;A0A1B0GVU7"	Q9Y490	"24;2;2"	"24;2;2"	"22;0;0"	Talin-1	TLN1	0.063154799	0.132969836	1.693090207	1.674477498	0.027808663	0	0	0	0	0	0	0.049821556	0.02361676	0	0.053945712	0	0.043060321	0.047820303	0.146246125	0.120079643	0.038719222	0.086552353	0.118115792	0.12428013	0	0	0.194693236	0.320816015	0	0.063001769	0	0.044014583	0.221632076	0.333963851	0	0	0	0	23.8278965	0	0.10719012	0	0	0	0.195636131	0.209842751	0.203826913	0.208402381	0.837712107	0.181998775	0.11431018	0.116623808	1.140982306	0.921821957
"P62873;P62873-2;F6X3N5;F6UT28;B3KVK2;B1AKQ8"	"P62873;P62873-2;F6X3N5;F6UT28;B3KVK2"	"7;6;4;4;4;2"	"5;5;3;3;3;1"	"4;4;2;2;3;1"	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1	GNB1	0	1.451628317	1.475322943	0.987501272	0	0.287486586	1.605784716	1.116606405	0	1.548165935	0	0	0	0.775999908	1.169225257	3.43529772	0	0	0	1.371203625	1.700361295	1.69302966	1.416540239	0	0	2.005642398	2.011783065	0.621785841	1.279892825	0	2.002270648	1.880062227	0.835439247	0.851560375	1.794281236	0	0	0	0	4.182986649	0	0	0.441480787	0.557719459	2.065565862	1.344743622	0	1.095480529	2.827466666	0.731123165	0	0.571006989	2.101026073	1.804127674
"A0A8V8TQK0;A0A8V8TNT7;A0A8V8TQ74;A0A8V8TP22;O75083;A0A8V8TP31;A0A8V8TNU2;D6RD66;O75083-3;A0A8V8TQ69"	"A0A8V8TQK0;A0A8V8TNT7;A0A8V8TQ74;A0A8V8TP22;O75083;A0A8V8TP31;A0A8V8TNU2;D6RD66;O75083-3"	"8;8;8;8;8;7;7;4;4;3"	"8;8;8;8;8;7;7;4;4;3"	"8;8;8;8;8;7;7;4;4;3"	WD repeat-containing protein 1	WDR1	1.378955397	1.054669057	7.634802368	7.328333595	0.297553542	0	0	11.55732406	1.543698731	1.223264258	0	0	2.374944561	0	1.409474932	1.294697047	0	0	0.655575523	0.491224316	0.375660106	0.53547904	0.870179692	0.976691026	5.224787428	3.410327352	4.328509901	5.352565472	1.526530094	1.616439569	1.686371494	2.499047166	4.137387682	4.162269058	0	5.833945	0.242867527	0	2.12593615	0.567803334	0	0	0.246304396	0	0.513777494	0.88596672	1.088941429	0.342782286	7.711257949	1.469620532	1.623715326	1.974183494	3.803447356	2.036284587
P01036	P01036	7	7	4	Cystatin-S	CST4	2.164807779	0	0	0.950678954	0.689449764	0	10.5733196	6.889145513	1.041933245	0	1.240882983	1.088676131	23.14429233	26.26509215	0	0	0	1.011746223	0.951169001	0.744020849	2.055047501	2.483702003	1.663567229	2.189373814	3.007528872	2.010605125	2.967407442	2.822011461	1.826546365	0	4.643526115	6.920518119	2.427394389	2.508297226	2.797482477	4.413151147	0	0	0	0	0	0	76.58313516	112.9281236	2.257467285	1.988532392	1.602831812	1.373588275	0	0.971694109	1.553466866	1.635193957	0	0
"P29401;P29401-2;E9PFF2;F8W888"	"P29401;P29401-2"	"11;11;5;1"	"11;11;5;1"	"11;11;5;1"	Transketolase	TKT	0.888151433	1.2852381	15.28895294	12.85224667	0.362370771	0.382845228	0	0	0	0	0	0	0.360210773	0	0.991453725	0.745537827	0.571574693	0.495029078	1.988206355	1.725300773	0.215343026	0.288543705	1.253263513	1.114800443	0	0	3.177323879	3.27473456	1.549237305	1.413636802	0.225241146	0.487180557	2.004947216	2.435328916	0	0	0.391179934	1.46012755	4.572000751	1.335662188	0.444196167	0	0.442794749	0.996734218	1.840049122	2.714303376	2.315206755	1.281481988	5.212298412	1.549906502	2.135316825	2.492687055	6.046870118	4.771672569
"A0A6I8PIP2;A0A804H3B5;O75071;A0A6I8PU78;A0A6I8PIF8"	"A0A6I8PIP2;A0A804H3B5;O75071"	"5;5;5;1;1"	"5;5;5;1;1"	"5;5;5;1;1"	EF-hand calcium-binding domain-containing protein 14	EFCAB14	0.688236349	0.867682878	0	0.185274643	0.186094003	0	0.704936718	0.957233599	0.348984866	0.889741912	0.280908539	0	0.376396201	0.425689642	0	0	0	0	0.454591123	0.550048058	1.062922885	1.103362796	0.765356467	0.828134904	1.394759393	0.870922592	0.647681965	0.705050266	0	0	0.337202665	0.315749611	0.598075974	0.80733793	0.866240421	0.609906608	0	3.138337614	2.948312269	1.094532314	0.536503055	0	0.308888838	0.477575622	0.783791131	0.647628004	0	0	0.755080022	1.436960455	0.691476085	0.504126418	0	0.570340796
O75339	O75339	10	10	10	"Cartilage intermediate layer protein 1;Cartilage intermediate layer protein 1 C1;Cartilage intermediate layer protein 1 C2"	CILP	0.156495621	0.170372656	0	0	0.134706045	0	0.335338288	0	0.32315519	0.345822951	0.069930194	0	0.301431464	0.317804377	0.775404344	0.714452044	0	0	0.494756111	0.438416632	0.534469941	0.564799839	0.421965953	0.167546448	0.574445357	0.389022477	0	0.208506598	0.476331539	0.355255855	0.537887501	0.645635891	0.192276682	0	0.662855139	0.810631501	0	0.438620103	0.858159274	0.29124739	0.660834664	0	0	0	0.355572774	0.369236062	0.216930678	0.222846041	0.752511169	0.185773108	0.22395712	0	0.211387599	0
"H3BMH2;H3BSC1;P62491-2;Q15907-2;P62491;Q15907;B4DQU5"	"H3BMH2;H3BSC1;P62491-2;Q15907-2;P62491;Q15907"	"6;6;6;6;6;6;1"	"6;6;6;6;6;6;1"	"5;5;5;5;5;5;1"	"Ras-related protein Rab-11A;Ras-related protein Rab-11B"	"RAB11A;RAB11B"	1.717331341	1.166615379	15.10787229	16.51314291	0	0.735933126	0	0	2.183716002	1.626432058	0.626255682	0	2.619533816	0	3.433312111	3.341100779	0	0	2.679750387	1.176294721	0.836819093	0.978295141	1.88865506	1.856401997	0	1.79223017	6.447642047	7.875476633	6.486467587	0	4.495804237	3.634619881	3.034904901	4.122528992	0	3.233940514	0	0	6.513072097	7.819666925	0	0	0	0	3.204554231	6.589422406	1.731964469	1.568579848	0	3.188835108	3.634408365	4.886071245	2.27451678	3.10063217
"D6RF86;P55285-2;P55285"	"D6RF86;P55285-2;P55285"	"7;7;7"	"7;7;7"	"7;7;7"	Cadherin-6	CDH6	0.411212804	0.234745445	0.144117243	0.236991534	0	0.179362065	1.75658015	2.090075544	2.027217243	2.018953292	1.468850224	2.306356696	0	0	0	0	0	0	0.322770119	0.260919755	1.940323634	1.675319362	0.790636233	0.79362243	5.204593424	3.265045815	1.203140029	1.626623957	0	0	0.84965857	0.962531062	0.276490505	1.082100719	0.721434851	0.958243779	0	0	4.080440367	1.602944167	0	0	0	0	1.07742468	1.459123638	1.561087215	1.56676155	3.244004018	0.883762603	0.460507267	0.67652433	0	0
P35321	P35321	4	4	2	Cornifin-A	SPRR1A	9.603322848	10.41620645	33.28882619	33.54044057	5.618421298	7.474227189	8.64187583	3.100776103	0	0	0	0	0	0	0	1.215337972	5.245946984	6.509506417	2.643187812	1.319963307	4.401139388	12.20602093	5.008851118	12.35762481	0	0	24.67194962	26.39109529	10.2042561	17.98887402	6.001677438	3.181011233	25.78365364	24.25201397	1.038858382	0	0	0	0	8.56572291	0	0	0	0	8.301663834	11.08698506	6.761038885	9.800942921	68.27822701	15.78200978	8.481070667	6.915746445	0	1.746082545
P25815	P25815	4	4	4	Protein S100-P	S100P	0	3.976234088	23.86323702	23.94192313	3.514445734	0	0	0	4.979652041	4.00166626	0	4.306742364	3.731470843	0	0	8.501500104	10.49003459	12.75951359	14.66739216	8.706615828	4.682589595	3.907757798	8.815811956	9.049541657	4.022019542	0	20.13202607	22.63087162	5.180881397	0	1.6744495	2.716268776	19.83777764	18.84377485	0	0	0	0	60.44919832	14.44582816	11.71958751	16.53347864	0	0	11.20807323	15.47036547	27.38827493	17.88665852	0	23.51247255	0	0	27.89469109	21.09665177
"A0A8V8TKI1;Q15223-3;Q15223-2;Q15223"	"A0A8V8TKI1;Q15223-3;Q15223-2;Q15223"	"4;4;4;4"	"4;4;4;4"	"4;4;4;4"	Nectin-1	PVRL1	0	0	0.199545084	0	0	0	1.477617845	1.386244158	0.91380905	1.099033739	0.455797648	0.436995063	0.822124963	0.788898735	1.633626751	2.43882838	0	0	1.106076546	1.035193803	1.921423741	1.970990518	0.967669931	0.947654942	3.371728698	1.091137601	1.026475526	1.128541539	0	0	0.750582425	0.895841061	1.001555697	0.648220569	1.220374154	2.377930527	0	0	2.923202541	1.191620479	0	0	0	0	1.041332388	1.27235429	0.64750928	0.653024792	0	0	0	0.323312543	0.512582426	0
"Q92673;E9PS32;E9PP43;E9PPB3;E9PKB0"	Q92673	"8;3;3;3;2"	"8;3;3;3;2"	"8;3;3;3;2"	Sortilin-related receptor	SORL1	0.428795411	0.124305849	2.487069704	0	0	0	0.144690901	0	0.131088024	0	0.043533505	0.046452078	0.088013398	0.090887063	0.208223441	0.265965848	0	0	0.198983816	0.178238416	0.134484868	0.322577815	0.099701076	0.106651373	0.165725943	0.138240607	0.074017902	0.08905314	0	0	0.107319509	0.106043057	0.106611222	0.082012374	0.041447109	0.164396733	0	0	1.529555534	0.156721684	0	0	0	0	0.086737808	0.119391582	0	0	0	0	0	0.04115052	0	0
"X6RB12;M0R0P0;M0QZG5;Q9NNX6-8;Q9NNX6-3;Q9NNX6-11;Q9NNX6-7;Q9NNX6-6;Q9NNX6-10;Q9NNX6-5;Q9NNX6;Q9NNX6-12;Q9NNX6-2"	"X6RB12;M0R0P0;M0QZG5;Q9NNX6-8;Q9NNX6-3;Q9NNX6-11;Q9NNX6-7;Q9NNX6-6;Q9NNX6-10;Q9NNX6-5;Q9NNX6;Q9NNX6-12;Q9NNX6-2"	"2;2;2;2;2;2;2;2;2;2;2;1;1"	"2;2;2;2;2;2;2;2;2;2;2;1;1"	"2;2;2;2;2;2;2;2;2;2;2;1;1"	CD209 antigen	CD209	0	0	0	0	0	0	4.105107659	4.258426884	0.981763179	0.971788717	2.092205437	3.292127358	4.264122942	3.949344744	0	0.844917252	9.12482833	11.15730217	3.016022925	2.594335191	1.136685403	6.051207881	3.27209307	3.141539327	3.982899947	2.418052564	7.099769783	8.028798889	0	0	2.227667814	2.252719717	7.030808566	6.829518451	3.221081484	4.368262559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"A0A7I2V389;E9PLK3;A0A7I2V3W8;P55786;A0A8V8TQ95;P55786-2;E9PPZ2;A6NEC2;A0A7I2V604;H0YCQ5;E9PP11;A6NEC2-2;A0A7I2V5D4;H0YDG0"	"A0A7I2V389;E9PLK3;A0A7I2V3W8;P55786;A0A8V8TQ95;P55786-2"	"9;9;9;9;8;7;4;4;3;2;2;2;1;1"	"9;9;9;9;8;7;4;4;3;2;2;2;1;1"	"9;9;9;9;8;7;4;4;3;2;2;2;1;1"	Puromycin-sensitive aminopeptidase	NPEPPS	0.192168478	0.618744362	2.142718191	1.974411334	0	0	0.545969077	0.118136027	0	0	0.242825018	0	0.196274547	0	0	0.506575276	2.325843211	2.653155372	0.788620461	0.637758371	0.676868787	0.630456473	1.445257832	1.513226056	0	0	1.103333941	0.926025092	0.484474097	0	0.828605216	0.783108442	0.912080595	1.090021337	0	0	0	0	1.127903312	0.273413582	0	0	0	0	0.49095733	0.688851787	0.17242977	0.203163431	2.890090426	0.672726331	0.678713918	0.729846326	0.365483897	0.198521618
"Q9UK41;E9PQR7;Q9UK41-2;E9PM90;E9PR04"	"Q9UK41;E9PQR7;Q9UK41-2"	"5;4;4;2;1"	"5;4;4;2;1"	"5;4;4;2;1"	Vacuolar protein sorting-associated protein 28 homolog	VPS28	0	0.74418827	1.306287703	0	0	0	0	1.599138981	0.878167911	0.420164536	0	0.849388559	0.682294756	0	1.29331869	0.967107298	1.0205428	2.456689971	1.993266201	1.75957879	2.924041855	3.367213608	2.339054192	1.962822095	1.839588108	0	1.948594973	1.692199956	0	0	2.01993164	1.432485248	0.586507659	1.387587861	0.554661033	1.449748495	0	0	0	1.796789457	0	0	0	0	1.213841786	1.515648068	0.39991964	0	1.48709221	0	0.466556757	0.449792665	0.583101711	0
P14780	P14780	25	25	25	"Matrix metalloproteinase-9;67 kDa matrix metalloproteinase-9;82 kDa matrix metalloproteinase-9"	MMP9	0.172315619	0.303239427	23.39897773	25.09961005	0.639814868	0.260433804	0	0.19591758	0	0	0	0.243095243	0.831537135	0	0.266215104	0.37321466	0	0	4.759137511	3.123645918	0.396437806	0.225532062	0.218975131	0.162374529	0	0	5.852520445	7.667145071	3.250149804	3.328384864	0	0	6.220616828	6.351700137	0.321958274	0.416470158	0	0.44463139	4.000043889	2.234398703	0.715799513	0.599184978	0.847726629	0.697974811	2.502499119	2.233320421	3.113395652	2.942017548	10.45232432	5.613985135	2.584932546	2.867952822	10.91979834	10.61730341
"P08670;B0YJC4;B0YJC5;A0A1B0GTT5;P17661;A0A1B0GVG8;F8W835"	"P08670;B0YJC4"	"25;23;12;8;3;2;1"	"24;22;12;7;3;2;1"	"21;19;9;7;2;2;0"	Vimentin	VIM	0.207047712	0.138492698	38.86845813	42.97220363	0.258995992	0	0.188326748	0	0	0	0.292002836	0.488872808	0.774251281	0.511116566	0	0.193491384	0	0	3.243284234	3.524931241	0	0.55714417	0	0.152321468	1.512228102	0	4.374572998	6.532624694	3.09478859	3.054766592	0	0.114445669	4.389472189	5.292053949	0.728469436	0	1.713947555	3.693001778	3.114218751	2.162802052	0	0	1.031767068	1.765212376	2.246109082	1.968652397	5.655022072	6.289186976	18.26199478	5.324810001	4.558031043	4.497284001	21.18960455	16.28407714
"A0A0U1RRH7;Q96KK5;Q93077;P0C0S8;A0A0U1RR32;Q7L7L0;P04908;P20671;Q99878;Q9BTM1;Q9BTM1-2;A0A3B3IS11;H0YFX9;P16104;Q8IUE6;Q71UI9;Q71UI9-2;Q96QV6;P0C0S5;A0A494C189;C9J0D1;Q71UI9-5;Q71UI9-4;Q71UI9-3;C9J386"	"A0A0U1RRH7;Q96KK5;Q93077;P0C0S8;A0A0U1RR32;Q7L7L0;P04908;P20671;Q99878;Q9BTM1;Q9BTM1-2;A0A3B3IS11;H0YFX9;P16104;Q8IUE6;Q71UI9;Q71UI9-2;Q96QV6;P0C0S5;A0A494C189;C9J0D1"	"4;4;4;4;4;4;4;4;4;4;3;3;3;3;2;2;2;2;2;2;2;1;1;1;1"	"4;4;4;4;4;4;4;4;4;4;3;3;3;3;2;2;2;2;2;2;2;1;1;1;1"	"1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0"	"Histone H2A type 1-H;Histone H2A type 1-C;Histone H2A type 1;Histone H2A type 3;Histone H2A type 1-B/E;Histone H2A type 1-D;Histone H2A type 1-J;Histone H2A.J;Histone H2A;Histone H2AX;Histone H2A type 2-B;Histone H2A.V;Histone H2A type 1-A;Histone H2A.Z"	"HIST1H2AH;HIST1H2AC;HIST1H2AG;HIST3H2A;HIST1H2AB;HIST1H2AD;HIST1H2AJ;H2AFJ;H2AFX;HIST2H2AB;H2AFV;HIST1H2AA;H2AFZ"	2.895402305	3.409447626	24.5017813	21.77032411	0.664668478	0	2.059870058	0	4.096952988	3.574041249	0	1.026872426	0	0	8.710709433	8.80376532	0	0	8.959469129	6.522897354	0	1.816210493	2.345735745	4.891108125	0	0	12.97072939	13.89538547	47.38036946	47.22849368	4.633706458	0	11.76694027	12.18171038	3.927359492	5.031443537	0	0	30.63157535	11.25258903	9.45049995	10.59206228	12.82648831	31.85287526	11.94034729	12.96172714	27.83337183	17.44433733	0	40.27207898	37.27911762	37.37653913	29.47092032	25.00289333
P12110-2	P12110-2	3	3	3		P12110-2	0.198678122	0.771149665	0	0.235045935	0.309326723	0	0.410192747	0.46331635	0.656333083	0.779681032	0.675642294	0.482223266	0.972701686	0	0	0	0	0	0.30827675	0.581543181	0	0.358375573	0.18946202	0.686411259	1.598029869	1.352161631	0.828920028	0.456817729	0	0	0.371810875	0	0.258457704	0.831798375	0.503179798	1.163541857	0	0	1.106814127	0	2.250910812	2.369538779	0	0	0.795652333	0.304579755	1.24355046	0.863483985	0	0.412766041	0	0.56140071	0.416778121	0.246496854
O95274	O95274	4	4	4	Ly6/PLAUR domain-containing protein 3	LYPD3	0.891904526	0	3.924186272	4.266535129	0	0	0	1.337928128	0	0.455094796	0.563770538	0.856693343	0	0	1.222233692	1.472764393	2.64202039	2.184236966	0	1.596291182	1.742152735	1.773039162	2.954268145	3.329990346	0	0	4.313458793	4.932320779	0	0.874134715	2.035928192	2.222191569	3.662040589	4.027187327	0	1.805713727	0	0	0	2.754357873	0	1.739852222	0	0	4.365969417	4.468904947	1.95967231	2.323619992	22.53555236	6.048008502	1.420631012	1.762888971	0.77697878	0.641827677
"A6NC48;Q10588;H0Y984;Q10588-2;H0Y9Q9;H0Y8G4"	"A6NC48;Q10588;H0Y984;Q10588-2"	"3;3;2;2;1;1"	"3;3;2;2;1;1"	"3;3;2;2;1;1"	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2	BST1	0	0	2.226338903	2.338654573	0	0.678305734	0.921162928	0.607070805	0.775644237	0.827360502	0.485352135	0.73772311	0	0	0	0.442541892	0	0.724599465	1.482038784	0	1.945391097	1.380214897	0.748399882	0.521006166	2.793674568	1.693411609	1.083607755	1.194156584	0	0	0.866349047	0	1.038684424	1.070731857	0.927199447	1.794450036	0	0	0	0.886910579	0	0	0	0.53525907	0.721706221	0.882504667	0.790236837	0.602241671	0	0	0.86221576	0.854202475	0	1.112560847
P01764	P01764	3	2	1	Ig heavy chain V-III region 23	IGHV3-23	24.7256352	0	19.7416632	17.87424504	25.26322468	23.08195758	26.39213964	0	0	0	0	0	28.3560674	29.89443979	0	26.05857732	84.98651682	99.24298473	23.22834796	0	0	25.10954413	25.68921307	27.22414972	0	32.81768725	28.89959307	35.60294177	20.58391532	19.1130643	0	13.51191039	30.12193749	30.10865022	10.32472977	17.92730405	14.06151405	46.67318671	0	24.96623666	0	8.252824008	0	0	0	0	26.53652535	26.06230615	0	0	11.96817392	0	47.17354023	39.69423741
"P02760;S4R3Y4"	P02760	"34;15"	"34;15"	"19;10"	"Protein AMBP;Alpha-1-microglobulin;Inter-alpha-trypsin inhibitor light chain;Trypstatin"	AMBP	2123.233971	2529.967058	763.963362	705.352107	0	1912.5934	0	0	2090.203955	2069.943754	3425.805169	0	0	0	1079.489972	1055.762987	3796.312825	0	1112.543447	3133.200905	0	0	1910.364921	2042.525459	1117.821802	4083.762323	0	0	576.4633712	562.5430273	1913.457334	1903.857355	0	0	2781.142118	0	1381.533774	1105.564603	730.4301644	2398.273165	4580.202997	4447.235071	333.6214272	477.8315732	1837.292733	2256.005944	3404.478495	3474.595837	829.6060059	1481.257713	2096.362573	1858.008701	3266.742611	2640.921513
"A0A140TA32;P0C0L4-2;A0A140TA44"	"A0A140TA32;P0C0L4-2;A0A140TA44"	"48;47;47"	"2;2;2"	"0;0;0"		C4A	0	0.454208778	0	0	0.33230608	0.44683967	1.289431889	1.232156576	0.605467698	0.611714995	0.350713864	0.831336288	0.200903397	0	0.141236791	0.141693458	0	0	0.63379334	0.445273493	0.714219301	0.766326009	0.45568212	0.485882159	1.068627696	0.568493065	0.325791574	0.232528711	0.165889781	0.158547601	0.62895848	0.575434163	0.290347116	0.198214969	0.249705675	0.354022422	0	0	0	0	0.133488256	0.127732654	0.258850445	0.432823084	0.231801975	0.290623849	0.282869017	0.291566279	0	0.223992011	0.667860682	0.504718122	0.313927688	0.33858848
